"Scooter Gennett","Joey Votto","Jose Peraza","Jesse Winker","Aaron Hicks","Giancarlo Stanton","Gary Sanchez","Eugenio Suarez","Tyler Anderson","Stephen Strasburg","110.69"
"Jose Martinez","Scooter Gennett","Jose Peraza","Tucker Barnhart","Jesse Winker","Tommy Pham","Marcell Ozuna","Eugenio Suarez","Tyler Anderson","Corey Kluber","110.32"
"Jason Kipnis","Joey Votto","Jose Peraza","Tucker Barnhart","Jesse Winker","Michael Brantley","Adam Duvall","Jose Ramirez","Tyler Anderson","Corey Kluber","110.23"
"Jason Kipnis","Tyler Naquin","Christian Vazquez","J.D. Martinez","Michael Brantley","Hanley Ramirez","Jose Ramirez","Francisco Lindor","Tyler Anderson","Stephen Strasburg","110.09"
"Joey Votto","Jake Marisnick","Jose Peraza","Evan Gattis","Jesse Winker","Alex Bregman","Jose Altuve","Scott Schebler","Tyler Anderson","Corey Kluber","109.77"
"Jose Martinez","Jake Marisnick","Evan Gattis","Alex Bregman","Tommy Pham","Jose Altuve","Marcell Ozuna","Paul DeJong","Tyler Anderson","Stephen Strasburg","109.7"
"Scooter Gennett","Danny Valencia","Joey Votto","Craig Gentry","Jose Peraza","Tucker Barnhart","Adam Jones","Jesse Winker","Stephen Strasburg","Corey Kluber","109.68"
"Jon Jay","Scooter Gennett","Joey Votto","Jose Peraza","Tucker Barnhart","Alex Gordon","Jorge Soler","Eugenio Suarez","Stephen Strasburg","Jacob deGrom","109.61"
"Josh Bell","Scooter Gennett","Gregory Polanco","Jose Peraza","Tucker Barnhart","Colin Moran","Corey Dickerson","Scott Schebler","Stephen Strasburg","Jacob deGrom","109.58"
"Scooter Gennett","Joey Votto","Jose Peraza","Tucker Barnhart","Scott Schebler","David Dahl","Charlie Blackmon","Nolan Arenado","Tyler Anderson","Stephen Strasburg","109.43"
"Jon Jay","Jason Kipnis","Alex Gordon","Salvador Perez","Michael Brantley","Lucas Duda","Jose Ramirez","Francisco Lindor","Tyler Anderson","Corey Kluber","109.37"
"Welington Castillo","Scooter Gennett","Joey Votto","Jose Peraza","Adam Engel","Leury Garcia","Matt Davidson","Scott Schebler","Stephen Strasburg","Jacob deGrom","109.35"
"Jason Kipnis","Jose Martinez","Michael Brantley","Tommy Pham","Marcell Ozuna","Jose Ramirez","Francisco Lindor","Yadier Molina","Tyler Anderson","Aaron Nola","109.19"
"Scooter Gennett","Joey Votto","Carlos Gomez","Tucker Barnhart","Adeiny Hechavarria","Jesse Winker","Matt Duffy","Billy Hamilton","Stephen Strasburg","Jacob deGrom","109.06"
"Scooter Gennett","Joey Votto","Gregory Polanco","Jose Peraza","Tucker Barnhart","Corey Dickerson","Eugenio Suarez","Starling Marte","Yu Darvish","Corey Kluber","109.05"
"Jon Jay","Scooter Gennett","Joey Votto","Jose Peraza","Alex Gordon","Jesse Winker","Salvador Perez","Mike Moustakas","Aaron Nola","Corey Kluber","109"
"Scooter Gennett","Joey Votto","Nomar Mazara","Jose Peraza","Shin-Soo Choo","Juan Centeno","Delino DeShields","Eugenio Suarez","Aaron Nola","Corey Kluber","108.93"
"Scooter Gennett","Joey Votto","Tucker Barnhart","J.D. Martinez","Adam Duvall","Tzu-Wei Lin","Eugenio Suarez","Mookie Betts","Tyler Anderson","Stephen Strasburg","108.86"
"Jason Kipnis","Tyler Naquin","Joey Votto","Jose Peraza","Tucker Barnhart","Michael Brantley","Scott Schebler","Eugenio Suarez","Aaron Nola","Jacob deGrom","108.85"
"Scooter Gennett","Joey Votto","Christian Vazquez","J.D. Martinez","Jesse Winker","Billy Hamilton","Eugenio Suarez","Xander Bogaerts","Tyler Anderson","Jacob deGrom","108.85"
"Jason Kipnis","Jose Martinez","Tyler Naquin","Tommy Pham","Dexter Fowler","Jose Ramirez","Yan Gomes","Francisco Lindor","Yu Darvish","Stephen Strasburg","108.81"
"Jason Kipnis","Welington Castillo","Tyler Naquin","Adam Engel","Michael Brantley","Tim Anderson","Yonder Alonso","Yolmer Sanchez","Stephen Strasburg","Jacob deGrom","108.71"
"Scooter Gennett","Tyler Naquin","Joey Votto","Tucker Barnhart","Jesse Winker","Michael Brantley","Jose Ramirez","Francisco Lindor","Aaron Nola","Stephen Strasburg","108.7"
"Scooter Gennett","Joey Votto","Jose Peraza","Jorge Alfaro","Odubel Herrera","Scott Schebler","Eugenio Suarez","Rhys Hoskins","Tyler Anderson","Jacob deGrom","108.63"
"Jason Kipnis","Tyler Naquin","Yonder Alonso","Giancarlo Stanton","Gary Sanchez","Jose Ramirez","Francisco Lindor","Aaron Judge","Tyler Anderson","Yu Darvish","108.61"
"Jason Kipnis","Logan Morrison","Tyler Naquin","Jason Castro","Robbie Grossman","Eddie Rosario","Miguel Sano","Francisco Lindor","Stephen Strasburg","Corey Kluber","108.61"
"Scooter Gennett","Joey Votto","Jose Peraza","Tommy Pham","Marcell Ozuna","Eugenio Suarez","Dexter Fowler","Yadier Molina","Yu Darvish","Stephen Strasburg","108.61"
"Jason Kipnis","Josh Bell","Tyler Naquin","Gregory Polanco","Corey Dickerson","Jose Ramirez","Yan Gomes","Francisco Lindor","Tyler Anderson","Corey Kluber","108.59"
"Josh Bell","Gregory Polanco","Colin Moran","Corey Dickerson","Willson Contreras","Albert Almora","Javier Baez","Addison Russell","Tyler Anderson","Corey Kluber","108.57"
"Scooter Gennett","Joey Votto","Russell Martin","Jose Peraza","Jesse Winker","Kevin Pillar","Teoscar Hernandez","Eugenio Suarez","Aaron Nola","Jacob deGrom","108.54"
"Jose Martinez","Welington Castillo","Matt Davidson","Tommy Pham","Tim Anderson","Marcell Ozuna","Dexter Fowler","Kolten Wong","Tyler Anderson","Corey Kluber","108.52"
"Jason Kipnis","Juan Lagares","Tyler Naquin","Wilmer Flores","Amed Rosario","Yoenis Cespedes","Todd Frazier","Yan Gomes","Stephen Strasburg","Corey Kluber","108.5"
"Jose Martinez","Juan Lagares","Amed Rosario","Tommy Pham","Yoenis Cespedes","Todd Frazier","Asdrubal Cabrera","Yadier Molina","Tyler Anderson","Jacob deGrom","108.47"
"Logan Morrison","Scooter Gennett","Robbie Grossman","Jose Peraza","Tucker Barnhart","Eddie Rosario","Scott Schebler","Eugenio Suarez","Stephen Strasburg","Corey Kluber","108.44"
"Austin Jackson","Joe Panik","Joey Votto","Andrew McCutchen","Jose Peraza","Tucker Barnhart","Scott Schebler","Evan Longoria","Stephen Strasburg","Corey Kluber","108.43"
"Jason Kipnis","Tyler Naquin","Joey Votto","Jesse Winker","Michael Brantley","Eugenio Suarez","Yan Gomes","Francisco Lindor","Yu Darvish","Corey Kluber","108.41"
"Joey Votto","Starlin Castro","Jose Peraza","Tucker Barnhart","Brian Anderson","Cameron Maybin","Jesse Winker","Scott Schebler","Stephen Strasburg","Jacob deGrom","108.41"
"Jason Kipnis","Tyler Naquin","Michael Brantley","Willson Contreras","Yonder Alonso","Albert Almora","Addison Russell","Jose Ramirez","Tyler Anderson","Jacob deGrom","108.4"
"Christian Vazquez","Wilmer Flores","Amed Rosario","J.D. Martinez","Yoenis Cespedes","Todd Frazier","Asdrubal Cabrera","Mookie Betts","Tyler Anderson","Stephen Strasburg","108.39"
"Scooter Gennett","Joey Votto","Jose Peraza","Evan Gattis","Jesse Winker","Alex Bregman","Adam Duvall","George Springer","Aaron Nola","Stephen Strasburg","108.39"
"Craig Gentry","Chris Davis","Evan Gattis","Adam Jones","Alex Bregman","Jose Altuve","Manny Machado","George Springer","Tyler Anderson","Stephen Strasburg","108.39"
"Jason Kipnis","Craig Gentry","Chris Davis","Adam Jones","Caleb Joseph","Michael Brantley","Manny Machado","Jose Ramirez","Tyler Anderson","Corey Kluber","108.38"
"Jason Kipnis","Jake Marisnick","Evan Gattis","Alex Bregman","Michael Brantley","Yonder Alonso","Bradley Zimmer","Francisco Lindor","Tyler Anderson","Corey Kluber","108.35"
"Jake Marisnick","Christian Vazquez","J.D. Martinez","Alex Bregman","Jose Altuve","Hanley Ramirez","Tzu-Wei Lin","George Springer","Tyler Anderson","Stephen Strasburg","108.35"
"Jason Kipnis","Carlos Santana","Jorge Alfaro","Odubel Herrera","Aaron Altherr","Jose Ramirez","Francisco Lindor","Rhys Hoskins","Tyler Anderson","Stephen Strasburg","108.34"
"Jason Kipnis","Tyler Naquin","Carlos Gomez","Adeiny Hechavarria","Michael Brantley","Matt Duffy","Edwin Encarnacion","Wilson Ramos","Stephen Strasburg","Jacob deGrom","108.32"
"Joey Votto","Jose Peraza","Willson Contreras","Albert Almora","Scott Schebler","Javier Baez","Eugenio Suarez","Ian Happ","Tyler Anderson","Stephen Strasburg","108.27"
"Jason Kipnis","Welington Castillo","Tyler Naquin","Leury Garcia","Matt Davidson","Trayce Thompson","Tim Anderson","Edwin Encarnacion","Stephen Strasburg","Corey Kluber","108.27"
"Juan Lagares","Scooter Gennett","Joey Votto","Tucker Barnhart","Amed Rosario","Yoenis Cespedes","Todd Frazier","Scott Schebler","Aaron Nola","Corey Kluber","108.26"
"Christopher Taylor","Scooter Gennett","Joey Votto","Jose Peraza","Matt Kemp","Scott Schebler","Kyle Farmer","Eugenio Suarez","Stephen Strasburg","Luis Severino","108.24"
"Jason Kipnis","Tyler Naquin","Russell Martin","Michael Brantley","Teoscar Hernandez","Edwin Encarnacion","Yangervis Solarte","Francisco Lindor","Tyler Anderson","Corey Kluber","108.22"
"Jason Kipnis","Danny Valencia","Tyler Naquin","Chris Davis","Adam Jones","Caleb Joseph","Bradley Zimmer","Manny Machado","Stephen Strasburg","Jacob deGrom","108.19"
"Jason Kipnis","Jason Castro","Joe Mauer","Eddie Rosario","Michael Brantley","Max Kepler","Jose Ramirez","Francisco Lindor","Tyler Anderson","Jacob deGrom","108.17"
"Juan Lagares","Scooter Gennett","Wilmer Flores","Tucker Barnhart","Amed Rosario","Jesse Winker","Yoenis Cespedes","Eugenio Suarez","Stephen Strasburg","Jacob deGrom","108.16"
"Nomar Mazara","Shin-Soo Choo","Delino DeShields","Evan Gattis","Alex Bregman","Jose Altuve","Yulieski Gurriel","Carlos Correa","Tyler Anderson","Stephen Strasburg","108.14"
"Jason Kipnis","Nomar Mazara","Shin-Soo Choo","Juan Centeno","Delino DeShields","Yonder Alonso","Jose Ramirez","Francisco Lindor","Tyler Anderson","Jacob deGrom","108.13"
"Joey Votto","Jose Peraza","Tucker Barnhart","Alex Bregman","Jose Altuve","Scott Schebler","Billy Hamilton","George Springer","Yu Darvish","Stephen Strasburg","108.12"
"Jason Kipnis","Welington Castillo","Tyler Naquin","Michael Brantley","Tim Anderson","Bradley Zimmer","Jose Abreu","Jose Ramirez","Tyler Anderson","Corey Kluber","108.11"
"Scooter Gennett","Jose Peraza","Christian Vazquez","J.D. Martinez","Jesse Winker","Scott Schebler","Hanley Ramirez","Eugenio Suarez","Aaron Nola","Stephen Strasburg","108.07"
"Scooter Gennett","Joey Votto","Jose Peraza","Gerardo Parra","Billy Hamilton","Eugenio Suarez","Chris Iannetta","Charlie Blackmon","Aaron Nola","Stephen Strasburg","108.04"
"Jon Jay","Jason Kipnis","Tyler Naquin","Alex Gordon","Salvador Perez","Yonder Alonso","Jose Ramirez","Alcides Escobar","Stephen Strasburg","Jacob deGrom","108.04"
"Jason Kipnis","Tyler Naquin","Gerardo Parra","Yonder Alonso","Charlie Blackmon","Yan Gomes","Francisco Lindor","Nolan Arenado","Tyler Anderson","Stephen Strasburg","108.01"
"Welington Castillo","Scooter Gennett","Joey Votto","Adam Engel","Jesse Winker","Tim Anderson","Billy Hamilton","Eugenio Suarez","Aaron Nola","Corey Kluber","108.01"
"Josh Bell","Jake Marisnick","Gregory Polanco","Evan Gattis","Colin Moran","Corey Dickerson","Jose Altuve","Carlos Correa","Yu Darvish","Corey Kluber","108"
"Scooter Gennett","Danny Valencia","Joey Votto","Tucker Barnhart","Adam Jones","Scott Schebler","Adam Duvall","Manny Machado","Tyler Anderson","Jacob deGrom","107.94"
"Jason Kipnis","Christopher Taylor","Tyler Naquin","Matt Kemp","Edwin Encarnacion","Kyle Farmer","Jose Ramirez","Francisco Lindor","Tyler Anderson","Jacob deGrom","107.93"
"Miguel Rojas","Starlin Castro","Christian Vazquez","Brian Anderson","Cameron Maybin","J.D. Martinez","Hanley Ramirez","Mookie Betts","Tyler Anderson","Corey Kluber","107.93"
"Jon Jay","Juan Lagares","Amed Rosario","Alex Gordon","Salvador Perez","Lucas Duda","Todd Frazier","Asdrubal Cabrera","Stephen Strasburg","Corey Kluber","107.91"
"Scooter Gennett","Jason Castro","Robbie Grossman","Jose Peraza","Joe Mauer","Jesse Winker","Billy Hamilton","Miguel Sano","Stephen Strasburg","Corey Kluber","107.9"
"Jose Martinez","Austin Jackson","Joe Panik","Andrew McCutchen","Tommy Pham","Brandon Crawford","Evan Longoria","Yadier Molina","Stephen Strasburg","Jacob deGrom","107.88"
"Jason Kipnis","Danny Valencia","Tyler Naquin","Craig Gentry","Caleb Joseph","Michael Brantley","Yonder Alonso","Francisco Lindor","Stephen Strasburg","Corey Kluber","107.87"
"Scooter Gennett","Joey Votto","Miguel Rojas","Tucker Barnhart","Brian Anderson","Cameron Maybin","Adam Duvall","Billy Hamilton","Stephen Strasburg","Corey Kluber","107.85"
"Scooter Gennett","Joey Votto","Jose Peraza","Jesse Winker","Michael Brantley","Scott Schebler","Jose Ramirez","Yan Gomes","Yu Darvish","Jacob deGrom","107.81"
"Jose Martinez","Miguel Rojas","Starlin Castro","Brian Anderson","Cameron Maybin","Tommy Pham","Marcell Ozuna","Yadier Molina","Aaron Nola","Corey Kluber","107.8"
"Jason Kipnis","Jake Marisnick","Evan Gattis","Michael Brantley","Yulieski Gurriel","Jose Ramirez","Francisco Lindor","George Springer","Yu Darvish","Stephen Strasburg","107.79"
"Scooter Gennett","Joey Votto","Jake Marisnick","Tucker Barnhart","Jesse Winker","Alex Bregman","Adam Duvall","Carlos Correa","Yu Darvish","Corey Kluber","107.77"
"Jason Kipnis","Tyler Naquin","Joey Votto","Tucker Barnhart","Adam Duvall","Billy Hamilton","Jose Ramirez","Francisco Lindor","Yu Darvish","Jacob deGrom","107.77"
"Scooter Gennett","Joey Votto","Russell Martin","Jose Peraza","Teoscar Hernandez","Scott Schebler","Adam Duvall","Yangervis Solarte","Tyler Anderson","Corey Kluber","107.76"
"Austin Jackson","Welington Castillo","Joe Panik","Andrew McCutchen","Adam Engel","Matt Davidson","Tim Anderson","Jose Abreu","Stephen Strasburg","Corey Kluber","107.75"
"Joey Votto","Jose Peraza","Tucker Barnhart","Eddie Rosario","Scott Schebler","Billy Hamilton","Miguel Sano","Brian Dozier","Tyler Anderson","Corey Kluber","107.69"
"Welington Castillo","Jake Marisnick","Adam Engel","Alex Bregman","Tim Anderson","Jose Altuve","Yulieski Gurriel","George Springer","Tyler Anderson","Jacob deGrom","107.69"
"Jason Kipnis","Tyler Naquin","Joey Votto","Jose Peraza","Scott Schebler","Adam Duvall","Jose Ramirez","Yan Gomes","Stephen Strasburg","Luis Severino","107.69"
"Jason Kipnis","Christian Vazquez","J.D. Martinez","Yonder Alonso","Tzu-Wei Lin","Bradley Zimmer","Jose Ramirez","Mookie Betts","Yu Darvish","Stephen Strasburg","107.69"
"Welington Castillo","Scooter Gennett","Jose Peraza","Adam Engel","Jesse Winker","Trayce Thompson","Yolmer Sanchez","Jose Abreu","Stephen Strasburg","Corey Kluber","107.67"
"Jon Jay","Jake Marisnick","Alex Gordon","Salvador Perez","Alex Bregman","Lucas Duda","Jose Altuve","Carlos Correa","Yu Darvish","Corey Kluber","107.66"
"Jason Kipnis","Josh Bell","Gregory Polanco","Colin Moran","Michael Brantley","Yan Gomes","Francisco Lindor","Starling Marte","Aaron Nola","Stephen Strasburg","107.63"
"Logan Morrison","Scooter Gennett","Jose Peraza","Tucker Barnhart","Jesse Winker","Adam Duvall","Miguel Sano","Max Kepler","Stephen Strasburg","Jacob deGrom","107.61"
"Scooter Gennett","Joey Votto","Jose Peraza","Gerardo Parra","Jesse Winker","David Dahl","Chris Iannetta","Nolan Arenado","Yu Darvish","Corey Kluber","107.61"
"Jason Kipnis","Welington Castillo","Adam Engel","Michael Brantley","Leury Garcia","Jose Abreu","Jose Ramirez","Francisco Lindor","Aaron Nola","Stephen Strasburg","107.6"
"Jason Kipnis","Juan Lagares","Michael Brantley","Yonder Alonso","Yoenis Cespedes","Todd Frazier","Yan Gomes","Francisco Lindor","Tyler Anderson","Jacob deGrom","107.6"
"Jose Martinez","Danny Valencia","Adam Jones","Caleb Joseph","Tommy Pham","Marcell Ozuna","Manny Machado","Kolten Wong","Yu Darvish","Corey Kluber","107.6"
"Scooter Gennett","Joey Votto","Jose Peraza","Tucker Barnhart","Jesse Winker","Nick Castellanos","Jeimer Candelario","JaCoby Jones","Tyler Anderson","Jacob deGrom","107.59"
"Scooter Gennett","Manny Pina","Joey Votto","Jose Peraza","Domingo Santana","Scott Schebler","Billy Hamilton","Travis Shaw","Aaron Nola","Corey Kluber","107.59"
"Jon Jay","Jason Kipnis","Salvador Perez","Michael Brantley","Yonder Alonso","Bradley Zimmer","Francisco Lindor","Mike Moustakas","Aaron Nola","Stephen Strasburg","107.58"
"Josh Bell","Gregory Polanco","Evan Gattis","Corey Dickerson","Alex Bregman","Jose Altuve","Jordy Mercer","Starling Marte","Tyler Anderson","Jacob deGrom","107.56"
"Joey Votto","Jose Peraza","Tucker Barnhart","Jesse Winker","Yoenis Cespedes","Todd Frazier","Billy Hamilton","Asdrubal Cabrera","Yu Darvish","Corey Kluber","107.56"
"Scooter Gennett","Joey Votto","Jason Castro","Robbie Grossman","Jose Peraza","Eddie Rosario","Scott Schebler","Miguel Sano","Luis Severino","Jacob deGrom","107.56"
"Joe Panik","Joey Votto","Andrew McCutchen","Tucker Barnhart","Jesse Winker","Adam Duvall","Brandon Crawford","Eugenio Suarez","Stephen Strasburg","Jacob deGrom","107.55"
"Jason Kipnis","Tyler Naquin","Russell Martin","Kevin Pillar","Teoscar Hernandez","Yonder Alonso","Jose Ramirez","Francisco Lindor","Aaron Nola","Stephen Strasburg","107.54"
"Danny Valencia","Craig Gentry","Chris Davis","Adam Jones","Willson Contreras","Albert Almora","Javier Baez","Manny Machado","Tyler Anderson","Jacob deGrom","107.54"
"Scooter Gennett","Jose Peraza","Carlos Santana","Tucker Barnhart","Odubel Herrera","Adam Duvall","Eugenio Suarez","Rhys Hoskins","Aaron Nola","Stephen Strasburg","107.53"
"Scooter Gennett","Joey Votto","Tucker Barnhart","Adam Engel","Trayce Thompson","Tim Anderson","Yolmer Sanchez","Adam Duvall","Stephen Strasburg","Jacob deGrom","107.49"
"Juan Lagares","Wilmer Flores","Willson Contreras","Albert Almora","Yoenis Cespedes","Todd Frazier","Javier Baez","Addison Russell","Tyler Anderson","Jacob deGrom","107.46"
"Jose Martinez","Scooter Gennett","Jose Peraza","Tommy Pham","Scott Schebler","Adam Duvall","Eugenio Suarez","Yadier Molina","Miles Mikolas","Jacob deGrom","107.46"
"Jose Martinez","Jason Castro","Robbie Grossman","Eddie Rosario","Tommy Pham","Miguel Sano","Brian Dozier","Paul DeJong","Tyler Anderson","Jacob deGrom","107.43"
"Josh Bell","Gregory Polanco","Miguel Rojas","Starlin Castro","Brian Anderson","Cameron Maybin","Corey Dickerson","J.T. Realmuto","Stephen Strasburg","Corey Kluber","107.41"
"Jason Kipnis","Tyler Naquin","Jake Marisnick","Evan Gattis","Alex Bregman","Edwin Encarnacion","George Springer","Carlos Correa","Tyler Anderson","Jacob deGrom","107.41"
"Jake Marisnick","Carlos Santana","Evan Gattis","Alex Bregman","Odubel Herrera","Cesar Hernandez","Rhys Hoskins","Carlos Correa","Tyler Anderson","Stephen Strasburg","107.41"
"Scooter Gennett","Chris Davis","Tucker Barnhart","Adam Jones","Jesse Winker","Billy Hamilton","Eugenio Suarez","Manny Machado","Yu Darvish","Corey Kluber","107.4"
"Jason Kipnis","Victor Martinez","Michael Brantley","Leonys Martin","Nick Castellanos","Yan Gomes","Jeimer Candelario","Francisco Lindor","Tyler Anderson","Stephen Strasburg","107.4"
"Juan Lagares","Jake Marisnick","Wilmer Flores","Amed Rosario","Evan Gattis","Alex Bregman","Yoenis Cespedes","Jose Altuve","Aaron Nola","Jacob deGrom","107.4"
"Scooter Gennett","Joey Votto","Willson Contreras","Albert Almora","Scott Schebler","Adam Duvall","Addison Russell","Eugenio Suarez","Yu Darvish","Jacob deGrom","107.38"
"Logan Morrison","Welington Castillo","Robbie Grossman","Adam Engel","Eddie Rosario","Matt Davidson","Tim Anderson","Brian Dozier","Stephen Strasburg","Jacob deGrom","107.36"
"Jason Kipnis","Josh Bell","Tyler Naquin","Colin Moran","Corey Dickerson","Michael Brantley","Jordy Mercer","Francisco Cervelli","Stephen Strasburg","Corey Kluber","107.36"
"Scooter Gennett","Joey Votto","Jose Peraza","Tucker Barnhart","Giancarlo Stanton","Billy Hamilton","Aaron Judge","Miguel Andujar","Drew Pomeranz","Stephen Strasburg","107.33"
"Juan Lagares","Joey Votto","Jose Peraza","Tucker Barnhart","Yoenis Cespedes","Adam Duvall","Asdrubal Cabrera","Eugenio Suarez","Stephen Strasburg","Luis Severino","107.32"
"Juan Lagares","Wilmer Flores","Adam Jones","Caleb Joseph","Yoenis Cespedes","Todd Frazier","Asdrubal Cabrera","Manny Machado","Tyler Anderson","Corey Kluber","107.32"
"Scooter Gennett","Joey Votto","Jose Peraza","Christian Vazquez","J.D. Martinez","Adam Duvall","Eugenio Suarez","Jackie Bradley","Miles Mikolas","Corey Kluber","107.31"
"Jon Jay","Jose Martinez","Salvador Perez","Tommy Pham","Marcell Ozuna","Mike Moustakas","Kolten Wong","Paul DeJong","Tyler Anderson","Jacob deGrom","107.3"
"Christian Vazquez","Joe Mauer","Eddie Rosario","J.D. Martinez","Tzu-Wei Lin","Miguel Sano","Brian Dozier","Mookie Betts","Tyler Anderson","Stephen Strasburg","107.29"
"Joey Votto","Evan Gattis","Jesse Winker","Jose Altuve","Adam Duvall","Billy Hamilton","Eugenio Suarez","Carlos Correa","Tyler Anderson","Stephen Strasburg","107.27"
"Victor Martinez","Jake Marisnick","Evan Gattis","Alex Bregman","Jose Altuve","Jose Iglesias","Leonys Martin","Nick Castellanos","Tyler Anderson","Jacob deGrom","107.26"
"Joe Panik","Andrew McCutchen","Christian Vazquez","J.D. Martinez","Hanley Ramirez","Evan Longoria","Xander Bogaerts","Mookie Betts","Tyler Anderson","Stephen Strasburg","107.26"
"Juan Lagares","Josh Bell","Gregory Polanco","Amed Rosario","Colin Moran","Yoenis Cespedes","Asdrubal Cabrera","Jose Lobaton","Stephen Strasburg","Corey Kluber","107.26"
"Jason Kipnis","Danny Valencia","Adam Jones","Michael Brantley","Yonder Alonso","Bradley Zimmer","Manny Machado","Yan Gomes","Yu Darvish","Corey Kluber","107.26"
"Josh Bell","Jason Castro","Gregory Polanco","Robbie Grossman","Colin Moran","Eddie Rosario","Jordy Mercer","Brian Dozier","Stephen Strasburg","Corey Kluber","107.25"
"Juan Lagares","Nomar Mazara","Shin-Soo Choo","Wilmer Flores","Amed Rosario","Juan Centeno","Todd Frazier","Asdrubal Cabrera","Stephen Strasburg","Jacob deGrom","107.24"
"Jason Kipnis","Tucker Barnhart","Jesse Winker","Michael Brantley","Edwin Encarnacion","Billy Hamilton","Eugenio Suarez","Francisco Lindor","Tyler Anderson","Jacob deGrom","107.23"
"Jose Martinez","Jake Marisnick","Alex Bregman","Tommy Pham","Jose Altuve","Dexter Fowler","Yadier Molina","Carlos Correa","Yu Darvish","Aaron Nola","107.22"
"Scooter Gennett","Tyler Naquin","Tucker Barnhart","Michael Brantley","Yonder Alonso","Scott Schebler","Eugenio Suarez","Francisco Lindor","Tyler Anderson","Corey Kluber","107.17"
"Scooter Gennett","Joey Votto","Craig Gentry","Adam Jones","Caleb Joseph","Adam Duvall","Eugenio Suarez","Manny Machado","Stephen Strasburg","Luis Severino","107.16"
"Tyler Naquin","Jake Marisnick","Evan Gattis","Michael Brantley","Yonder Alonso","Jose Altuve","Jose Ramirez","Carlos Correa","Tyler Anderson","Stephen Strasburg","107.15"
"Scooter Gennett","Joey Votto","Jose Peraza","Tucker Barnhart","Leury Garcia","Matt Davidson","Trayce Thompson","Adam Duvall","Luis Severino","Corey Kluber","107.12"
"Jason Kipnis","Miguel Rojas","Brian Anderson","Cameron Maybin","Michael Brantley","Edwin Encarnacion","Bradley Zimmer","Yan Gomes","Stephen Strasburg","Corey Kluber","107.1"
"Evan Gattis","J.D. Martinez","Alex Bregman","Jose Altuve","Hanley Ramirez","Xander Bogaerts","Mookie Betts","Jackie Bradley","Tyler Anderson","Yu Darvish","107.1"
"Jose Martinez","Gregory Polanco","Colin Moran","Corey Dickerson","Tommy Pham","Yadier Molina","Kolten Wong","Paul DeJong","Tyler Anderson","Corey Kluber","107.1"
"Scooter Gennett","Joey Votto","Gregory Polanco","Tucker Barnhart","Colin Moran","Jesse Winker","Billy Hamilton","Jordy Mercer","Luis Severino","Corey Kluber","107.09"
"Jason Kipnis","Austin Jackson","Andrew McCutchen","Gorkys Hernandez","Yonder Alonso","Brandon Crawford","Jose Ramirez","Yan Gomes","Stephen Strasburg","Corey Kluber","107.09"
"Wilmer Flores","Amed Rosario","Aaron Hicks","Giancarlo Stanton","Todd Frazier","Gary Sanchez","Asdrubal Cabrera","Aaron Judge","Tyler Anderson","Aaron Nola","107.09"
"Jason Castro","Jake Marisnick","Robbie Grossman","Joe Mauer","Eddie Rosario","Alex Bregman","Jose Altuve","Carlos Correa","Tyler Anderson","Corey Kluber","107.07"
"Welington Castillo","Carlos Santana","Adam Engel","Odubel Herrera","Matt Davidson","Tim Anderson","Cesar Hernandez","Rhys Hoskins","Tyler Anderson","Jacob deGrom","107.07"
"Jake Marisnick","Alex Bregman","Willson Contreras","Albert Almora","Yulieski Gurriel","Javier Baez","Addison Russell","George Springer","Tyler Anderson","Stephen Strasburg","107.06"
"Jake Marisnick","Craig Gentry","Adam Jones","Caleb Joseph","Alex Bregman","Jose Altuve","Yulieski Gurriel","Manny Machado","Yu Darvish","Corey Kluber","107.06"
"Jon Jay","Miguel Rojas","Starlin Castro","Brian Anderson","Alex Gordon","Cameron Maybin","Salvador Perez","Lucas Duda","Jacob deGrom","Corey Kluber","107.06"
"Jason Kipnis","Michael Brantley","Yonder Alonso","Andrew Stevenson","Trea Turner","Jose Ramirez","Yan Gomes","Bryce Harper","Tyler Anderson","Stephen Strasburg","107.05"
"Jon Jay","Scooter Gennett","Tucker Barnhart","Jesse Winker","Lucas Duda","Adam Duvall","Eugenio Suarez","Alcides Escobar","Stephen Strasburg","Corey Kluber","107.05"
"Logan Morrison","Danny Valencia","Jason Castro","Craig Gentry","Robbie Grossman","Adam Jones","Manny Machado","Brian Dozier","Stephen Strasburg","Jacob deGrom","107.04"
"Welington Castillo","Wilmer Flores","Adam Engel","Amed Rosario","Matt Davidson","Trayce Thompson","Yoenis Cespedes","Asdrubal Cabrera","Stephen Strasburg","Jacob deGrom","107.04"
"Jake Marisnick","Jose Peraza","Tucker Barnhart","Jesse Winker","Alex Bregman","Jose Altuve","Yulieski Gurriel","Adam Duvall","Stephen Strasburg","Luis Severino","107.02"
"Danny Valencia","Russell Martin","Craig Gentry","Chris Davis","Adam Jones","Kevin Pillar","Devon Travis","Manny Machado","Stephen Strasburg","Corey Kluber","107.01"
